time,open,high,low,close,volume
2018-12-28 20:00:00,38.2501754616,38.2501754616,38.2501754616,38.2501754616,976
2018-12-28 19:59:00,38.2501754616,38.2501754616,38.2501754616,38.2501754616,1568
2018-12-28 19:57:00,38.2354996046,38.2354996046,38.2354996046,38.2354996046,700
2018-12-28 19:56:00,38.2354996046,38.2428375331,38.2354996046,38.2428375331,4768
2018-12-28 19:54:00,38.2428375331,38.2428375331,38.2428375331,38.2428375331,592
2018-12-28 19:52:00,38.2428375331,38.2428375331,38.2379455807,38.2379455807,2000
2018-12-28 19:49:00,38.2306076522,38.2306076522,38.2306076522,38.2306076522,1200
2018-12-28 19:45:00,38.2477294855,38.2477294855,38.2477294855,38.2477294855,1640
2018-12-28 19:44:00,38.2428375331,38.2428375331,38.2428375331,38.2428375331,2432
2018-12-28 19:43:00,38.2428375331,38.2428375331,38.2428375331,38.2428375331,1892
2018-12-28 19:35:00,38.2159317951,38.2159317951,38.2159317951,38.2159317951,1212
2018-12-28 19:34:00,38.2477294855,38.2477294855,38.2477294855,38.2477294855,720
2018-12-28 19:20:00,38.2428375331,38.2428375331,38.2428375331,38.2428375331,400
2018-12-28 19:19:00,38.2306076522,38.2306076522,38.2306076522,38.2306076522,600
2018-12-28 19:15:00,38.2306076522,38.2306076522,38.2306076522,38.2306076522,2000
2018-12-28 19:05:00,38.2061723502,38.2061723502,38.2061723502,38.2061723502,428
2018-12-28 19:01:00,38.2379455807,38.2379455807,38.2061478904,38.2061478904,2400
2018-12-28 18:59:00,38.2379455807,38.2379455807,38.2379455807,38.2379455807,16000
2018-12-28 18:58:00,38.213485819,38.2379455807,38.213485819,38.2379455807,1200
2018-12-28 18:56:00,38.213485819,38.2183777713,38.2061478904,38.213485819,6588
2018-12-28 18:55:00,38.2770811996,38.2795271758,38.1621203192,38.1621203192,82536
2018-12-28 18:54:00,38.2770811996,38.2770811996,38.2770811996,38.2770811996,60000
2018-12-28 18:52:00,38.296649009,38.296649009,38.296649009,38.296649009,400
2018-12-28 18:51:00,38.2917570566,38.2917570566,38.2917570566,38.2917570566,400
2018-12-28 18:50:00,38.2770811996,38.2770811996,38.2770811996,38.2770811996,432
2018-12-28 18:41:00,38.2844191281,38.2844191281,38.2770811996,38.2770811996,15632
2018-12-28 18:40:00,38.2844191281,38.2844191281,38.2795271758,38.2795271758,4040
2018-12-28 18:38:00,38.2868651043,38.2868651043,38.2868651043,38.2868651043,408
2018-12-28 18:36:00,38.2844191281,38.2844191281,38.2844191281,38.2844191281,500
2018-12-28 18:34:00,38.3039869375,38.3039869375,38.3039869375,38.3039869375,560
2018-12-28 18:32:00,38.3039869375,38.3039869375,38.3039869375,38.3039869375,1232
2018-12-28 18:31:00,38.2917570566,38.2917570566,38.2917570566,38.2917570566,1516
2018-12-28 18:29:00,38.2917570566,38.2917570566,38.2893110805,38.2893110805,3420
2018-12-28 18:28:00,38.2795271758,38.2868651043,38.2795271758,38.2868651043,3900
2018-12-28 18:26:00,38.2770811996,38.2770811996,38.2770811996,38.2770811996,4800
2018-12-28 18:23:00,38.2770811996,38.2770811996,38.2770811996,38.2770811996,404
2018-12-28 18:20:00,38.2844191281,38.2917570566,38.2819731519,38.2819731519,4000
