time,open,high,low,close,volume
2020-03-23 20:00:00,56.8097024437,56.817144002,56.7449932409,56.7449932409,13920
2020-03-23 19:59:00,56.7449932409,56.8072136282,56.7449932409,56.8072136282,15272
2020-03-23 19:58:00,56.7698813958,56.7698813958,56.7449932409,56.7449932409,19812
2020-03-23 19:57:00,56.7748590268,56.7947695508,56.7449932409,56.7673925803,17192
2020-03-23 19:56:00,56.7449932409,56.7474820564,56.7449932409,56.7449932409,23984
2020-03-23 19:55:00,56.7449932409,56.7474820564,56.7449932409,56.7449932409,29468
2020-03-23 19:54:00,56.7673925803,56.7698813958,56.7449932409,56.7698813958,16424
2020-03-23 19:53:00,56.8072136282,56.8072136282,56.7449932409,56.7449932409,9272
2020-03-23 19:52:00,56.7698813958,56.8694340156,56.7698813958,56.8694340156,3088
2020-03-23 19:51:00,56.7474820564,56.8072136282,56.7449932409,56.7873031043,44472
2020-03-23 19:50:00,56.8694340156,56.8694340156,56.7449932409,56.7897919198,19080
2020-03-23 19:49:00,56.8545011226,56.8694340156,56.8321017832,56.8694340156,12464
2020-03-23 19:48:00,56.695216931,56.7449932409,56.6678399606,56.7449932409,18972
2020-03-23 19:47:00,56.6927281155,56.6927281155,56.6927281155,56.6927281155,1556
2020-03-23 19:46:00,56.6205524663,56.6329965437,56.6205524663,56.6329965437,5776
2020-03-23 19:45:00,56.6280189127,56.6280189127,56.6205524663,56.6205524663,6524
2020-03-23 19:44:00,56.6454406212,56.695216931,56.6454406212,56.695216931,5904
2020-03-23 19:43:00,56.695216931,56.695216931,56.695216931,56.695216931,3060
2020-03-23 19:42:00,56.7449932409,56.7449932409,56.6205524663,56.6205524663,1528
2020-03-23 19:41:00,56.7126386395,56.7126386395,56.6927281155,56.6927281155,3540
2020-03-23 19:40:00,56.6305077282,56.7126386395,56.6305077282,56.7126386395,1552
2020-03-23 19:39:00,56.7225939015,56.7225939015,56.7225939015,56.7225939015,1068
2020-03-23 19:37:00,56.7449932409,56.7449932409,56.533443924,56.5583320789,12556
2020-03-23 19:36:00,56.7897919198,56.7997471817,56.7449932409,56.7449932409,3336
2020-03-23 19:35:00,56.6305077282,56.7449932409,56.6305077282,56.7449932409,24536
2020-03-23 19:34:00,56.7375267944,56.7375267944,56.6454406212,56.720105086,4160
2020-03-23 19:33:00,56.6628623296,56.6977057465,56.6628623296,56.6977057465,2276
2020-03-23 19:32:00,56.6230412817,56.7449932409,56.6205524663,56.7076610085,9928
2020-03-23 19:31:00,56.8196577057,56.8694340156,56.6205524663,56.6205524663,38900
2020-03-23 19:30:00,56.8072136282,56.9192103254,56.8072136282,56.8072136282,10584
2020-03-23 19:29:00,56.8694340156,56.8694340156,56.7698813958,56.7698813958,5724
2020-03-23 19:28:00,56.9291655874,56.9366320339,56.8445458606,56.8694340156,3488
2020-03-23 19:27:00,56.8694340156,56.9440984803,56.8694340156,56.9117438789,7228
2020-03-23 19:26:00,56.9789418972,56.9789418972,56.8694340156,56.8694340156,6180
2020-03-23 19:25:00,56.8843669085,56.9864083437,56.8843669085,56.9440984803,3156
2020-03-23 19:24:00,56.9117438789,56.9938747902,56.871922831,56.9938747902,10768
2020-03-23 19:23:00,56.8694340156,56.9142326944,56.8694340156,56.9142326944,11532
2020-03-23 19:22:00,56.9938747902,57.0088076832,56.9565425578,56.9565425578,9740
2020-03-23 19:21:00,57.0560951775,57.1183155649,56.9938747902,56.9938747902,18852
2020-03-23 19:20:00,57.1183155649,57.1432037198,57.0560951775,57.0560951775,8360
2020-03-23 19:19:00,57.1680918747,57.1680918747,57.1183155649,57.1183155649,8528
2020-03-23 19:18:00,57.1058714874,57.1929800296,57.1033826719,57.1929800296,15644
2020-03-23 19:17:00,56.9515649268,57.0760057015,56.9515649268,57.0760057015,13352
2020-03-23 19:16:00,56.9216991409,56.9714754508,56.9192103254,56.9714754508,7756
2020-03-23 19:15:00,56.9913859747,56.9938747902,56.9192103254,56.9913610866,15928
2020-03-23 19:14:00,56.9241879564,56.9938747902,56.9192103254,56.9938747902,16524
2020-03-23 19:13:00,56.891833355,56.9092550634,56.8669452001,56.891833355,9512
2020-03-23 19:12:00,56.8420570451,56.881878093,56.8047248127,56.881878093,15012
2020-03-23 19:11:00,56.7997471817,56.8694091274,56.7649037648,56.8196577057,17528
2020-03-23 19:10:00,56.7449932409,56.7449932409,56.6877753727,56.7449932409,24504
2020-03-23 19:09:00,56.6230412817,56.7449932409,56.6230412817,56.7449932409,32176
2020-03-23 19:08:00,56.6454406212,56.715127455,56.6205524663,56.715127455,8384
2020-03-23 19:07:00,56.6329965437,56.6827728536,56.6205524663,56.6454406212,7264
2020-03-23 19:06:00,56.6205524663,56.6603735141,56.5458880015,56.6603735141,12820
2020-03-23 19:05:00,56.5956643113,56.5956643113,56.5956643113,56.5956643113,6228
2020-03-23 19:04:00,56.5458880015,56.5707761564,56.5458880015,56.5707761564,5612
2020-03-23 19:03:00,56.6056195733,56.6056195733,56.5657985254,56.5657985254,4780
2020-03-23 19:02:00,56.6006419423,56.6081083888,56.5458880015,56.6081083888,5532
2020-03-23 18:59:00,56.4338913043,56.5458880015,56.4214472268,56.5458880015,23500
2020-03-23 18:58:00,56.4687347212,56.4687347212,56.4114919648,56.4114919648,13040
2020-03-23 18:57:00,56.4961116916,56.4961116916,56.4961116916,56.4961116916,9120
2020-03-23 18:56:00,56.4961116916,56.4986005071,56.4961116916,56.4961116916,14656
2020-03-23 18:55:00,56.5707761564,56.5707761564,56.5583320789,56.5583320789,7928
2020-03-23 18:54:00,56.5707761564,56.6081083888,56.5707761564,56.6081083888,6936
2020-03-23 18:53:00,56.5583320789,56.5583320789,56.5583320789,56.5583320789,2156
2020-03-23 18:52:00,56.533443924,56.5583320789,56.533443924,56.5583320789,2368
2020-03-23 18:51:00,56.533443924,56.5682873409,56.533443924,56.5583320789,2404
2020-03-23 18:50:00,56.5583320789,56.5583320789,56.5583320789,56.5583320789,2300
2020-03-23 18:49:00,56.5906866803,56.6056195733,56.5583320789,56.5583320789,5164
2020-03-23 18:48:00,56.5906866803,56.5906866803,56.5906866803,56.5906866803,2008
2020-03-23 18:47:00,56.5956643113,56.5956643113,56.5707761564,56.5956643113,2988
2020-03-23 18:46:00,56.4961116916,56.5583320789,56.4961116916,56.5583320789,19452
2020-03-23 18:45:00,56.4214472268,56.523488662,56.4214472268,56.4961116916,9828
2020-03-23 18:44:00,56.4836676141,56.4836676141,56.4836676141,56.4836676141,1764
2020-03-23 18:42:00,56.4986005071,56.5110445846,56.4961116916,56.4961116916,5344
2020-03-23 18:41:00,56.5458880015,56.5458880015,56.543399186,56.543399186,1508
2020-03-23 18:40:00,56.5284911812,56.5533544479,56.528466293,56.5533544479,4236
2020-03-23 18:39:00,56.5832202339,56.5832202339,56.5832202339,56.5832202339,1584
2020-03-23 18:37:00,56.5832202339,56.5832202339,56.5458880015,56.5458880015,8136
2020-03-23 18:36:00,56.5707761564,56.5956643113,56.5707761564,56.5956643113,9024
2020-03-23 18:35:00,56.5707761564,56.5707761564,56.4961116916,56.5707761564,20476
2020-03-23 18:34:00,56.5682873409,56.5956643113,56.4961116916,56.4961116916,9536
2020-03-23 18:33:00,56.5583320789,56.6081083888,56.5085557691,56.5085557691,9608
2020-03-23 18:32:00,56.5508656324,56.6180636508,56.4961116916,56.6180636508,21556
2020-03-23 18:31:00,56.6703287761,56.695216931,56.6205524663,56.6205524663,17404
2020-03-23 18:30:00,56.6678399606,56.695216931,56.6579095868,56.6603735141,11708
2020-03-23 18:29:00,56.5458880015,56.6454406212,56.5458880015,56.6454406212,15748
2020-03-23 18:28:00,56.5359327395,56.5832202339,56.5359327395,56.5583320789,6528
2020-03-23 18:27:00,56.4961116916,56.5807314184,56.4961116916,56.5807314184,9752
2020-03-23 18:26:00,56.538421555,56.5583320789,56.533443924,56.533443924,10284
2020-03-23 18:25:00,56.543399186,56.543399186,56.528466293,56.533443924,5724
2020-03-23 18:24:00,56.5558432634,56.5583320789,56.4338913043,56.5209998465,84056
2020-03-23 18:23:00,56.4961116916,56.5458880015,56.4961116916,56.5458880015,22400
2020-03-23 18:22:00,56.4961116916,56.4986005071,56.4289136733,56.4961116916,26456
2020-03-23 18:21:00,56.3716709169,56.4712235367,56.3716709169,56.4712235367,9412
2020-03-23 18:20:00,56.518511031,56.518511031,56.3741597324,56.3965590719,8980
2020-03-23 18:19:00,56.4911340606,56.5558432634,56.3716709169,56.4961116916,16764
2020-03-23 18:18:00,56.4961116916,56.528466293,56.3716709169,56.4961116916,9736
2020-03-23 18:17:00,56.3716709169,56.4961116916,56.3716709169,56.4737123522,24332
2020-03-23 18:16:00,56.3716709169,56.3716709169,56.2746071127,56.3716709169,5256
2020-03-23 18:15:00,56.346782762,56.361715655,56.2596742198,56.2721182972,6144
2020-03-23 18:14:00,56.3094505296,56.3094505296,56.2472301423,56.2472301423,12568
2020-03-23 18:13:00,56.4538018282,56.4538018282,56.2472301423,56.2472301423,27820
2020-03-23 18:12:00,56.5209998465,56.5209998465,56.4214472268,56.4214472268,7892
2020-03-23 18:11:00,56.4936228761,56.5209998465,56.4612682747,56.5209998465,13336
